,0,1
0,-0.024284513094493518,-0.013122937879367944
1,-0.040699330675143586,-0.02064037655915723
2,-0.029564615631459925,-0.008686681933038764
3,-0.04474046266716646,-0.06955437334621736
4,-0.0482057304815879,-0.06676071360268661
5,-0.048791302041289356,-0.10871125626899945
6,-0.04642602304951168,-0.04341875087495918
7,-0.06447960314357619,0.3159921410768326
8,-0.026297401816286845,-0.01574139002976727
9,-0.03096542490446666,-0.013842166886791196
10,-0.0301832396471491,-0.010978764232113497
11,-0.030832309405502162,-0.016699535681461687
12,-0.024898551797236223,-0.013908862677291644
13,-0.04954544021945292,0.1568360659998198
14,-0.05687855649550094,-0.10869697919178054
15,-0.03256690978524441,-0.024088739299781236
16,-0.05432101911318805,0.08671528251403687
17,-0.033915894813602965,-0.030398864129672278
18,-0.03995542477495744,-0.020708480070964385
19,-0.05547927720675525,-0.1260732187251225
20,-0.043139171819047736,-0.0001964008961387563
21,-0.026297401816286845,-0.01574139002976727
22,-0.05639109882394962,0.2719371752921714
23,-0.023432576444932806,-0.011222464116882843
24,-0.035155192662480184,-0.022490031962410846
25,-0.04926091364299948,-0.017171843932401867
26,-0.04926091364299948,-0.017171843932401867
27,-0.04155923999182379,0.0018509029941420015
28,-0.05129535590571902,0.20889653678266779
29,-0.03872433861510849,-0.02685435783819322
30,-0.07746541435128379,0.36791720544508766
31,-0.06206434632369776,0.26326902274917774
32,-0.06000711770369343,0.1265135182271305
33,-0.04209551695205736,0.00831457302708179
34,-0.036391433315009915,-0.02912559755697456
35,-0.038639755505211884,-0.018668458087120438
36,-0.03174895487902672,-0.01061677047595274
37,-0.03012912252938101,-0.012153013720048867
38,-0.03918514955058543,-0.005026217056439412
39,-0.04011507554475595,0.03825267028713437
40,-0.040015187231527354,-0.02831568513103416
41,-0.04340233184745668,-0.009501634556084135
42,-0.04111669433042483,-0.009060594099542164
43,-0.03479634831214402,-0.010142614775091416
44,-0.026737229873306022,-0.014122470634006894
45,-0.030916016087978337,-0.02196206396997205
46,-0.06724960225462462,0.29169971427815844
47,-0.045741263144695406,0.12111920188679079
48,-0.03331253675770897,-0.025080492724791934
49,-0.03785700744175187,0.021477439269668788
50,-0.036106965045740076,-0.02813143942156646
51,-0.03104772555856336,-0.031002188427775544
52,-0.025752935934784536,-0.01477211172891689
53,-0.059710506351099216,0.19455006863279772
54,-0.03104772555856336,-0.031002188427775544
55,-0.05334082352163265,0.23946951292084429
56,-0.03529243276312313,-0.043927255902941616
57,-0.04942046940679478,-0.04576205079412112
58,-0.02807623281230906,-0.011391665434801971
59,-0.045306347068454,-0.06144047811241784
60,-0.028853451782911634,-0.009879538370940175
61,-0.026633156903515202,-0.014182269099697373
62,-0.05498536676145721,0.2553208568849647
63,-0.028495666411576408,-0.014025451182409766
64,-0.03002755501703213,-0.009154916416872109
65,-0.026834474214824586,-0.01540927710501928
66,-0.029551212092031515,-0.01844672963607337
67,-0.03478382332110347,-0.016444779410635994
68,-0.039870688496228,0.01809368075947584
69,-0.032425198504124675,-0.03301267752965289
70,-0.029099343396124022,-0.016850891466663576
71,-0.043780867821580575,-0.00903517212076664
72,-0.05305785705476972,0.07720332105893014
73,-0.04227486614924893,-0.017104339972003033
74,-0.036478417843791175,-0.020048396881521772
75,-0.06102730273408654,0.27373023454471357
76,-0.06540117941241659,0.2137779160874994
77,-0.048007405694869276,0.09236287418309137
78,-0.050745003126517405,0.1463606283180752
79,-0.028217311283486042,-0.015953182299430796
80,-0.024284513094493518,-0.013122937879367944
81,-0.02839883897248928,-0.015930916669144094
82,-0.03132584028899611,-0.007942545322518625
83,-0.025752935934784536,-0.01477211172891689
84,-0.04030494380805932,-0.006715649998534655
85,-0.040608283776063736,-0.028792407580888506
86,-0.0363322193667247,-0.040217542430739536
87,-0.040510978025067916,0.009253187612667618
88,-0.043689027653191416,-0.04399227740254748
89,-0.034370937545878645,-0.02980139367923764
90,-0.027786031510317322,-0.011839730372459816
91,-0.03154382921673694,-0.02574914009035444
92,-0.0672668848229991,0.32705369663554384
93,-0.03986737503679681,-0.015344779240122123
94,-0.027984752276366702,-0.013394117513935445
95,-0.026297401816286845,-0.01574139002976727
96,-0.033272003457307305,-0.026713792352573942
97,-0.024284513094493518,-0.013122937879367944
98,-0.030691142586713287,-0.016573988020996005
99,-0.0406987149501054,0.015430949473187634
100,-0.024284513094493518,-0.013122937879367944
101,-0.04678464014312699,-0.10195370449102949
102,-0.03463676356597254,-0.024791642097074653
103,-0.02833281772768382,-0.01339182785121731
104,-0.032469711517199976,0.0032401239953525813
105,-0.1071310135030906,0.5119419669507098
106,-0.03363143565916124,-0.011933812561832575
107,-0.03438762839400075,-0.03646123204613141
108,-0.03610602944562787,-0.005218930132387761
109,-0.038746483388255634,-0.00831141705482034
110,-0.055461824778807796,0.13634187114419383
111,-0.04678464014312699,-0.10195370449102949
112,-0.04561422518295639,-0.06453526509653658
113,-0.026868441117801185,-0.019522743245948715
114,-0.04678464014312699,-0.10195370449102949
115,-0.09767871879510726,0.531768997026235
116,-0.038394952850990455,-0.0024839295062298707
117,-0.03890697596259034,-0.025436252216894342
118,-0.055792822307423814,0.29592871970813633
119,-0.07068819399601438,0.32936457260025565
120,-0.044397066957290524,-0.061438153076673385
121,-0.04222854042467196,-0.0534674345796461
122,-0.035371628506643334,-0.03638301301994519
123,-0.045353807790265745,-0.03350057983053806
124,-0.03626734259067814,-0.0028800745612746156
125,-0.06044118153316044,-0.1555020275192391
126,-0.037213121546840616,-0.04434886646082027
127,-0.026349689598257817,-0.014633392137317371
128,-0.03767521938656009,-0.008976438860350402
129,-0.029207730276636583,-0.017409594586846138
130,-0.03161679576648481,-0.026336462012367647
131,-0.025752935934784536,-0.01477211172891689
132,-0.025752935934784536,-0.01477211172891689
133,-0.025752935934784536,-0.01477211172891689
134,-0.033940384453441934,-0.01196802368516189
135,-0.025752935934784536,-0.01477211172891689
136,-0.05924245881120106,0.16586950406702541
137,-0.03347920907746144,-0.015299832684723201
138,-0.03665094700341789,-0.007334962548478102
139,-0.06832337020434844,-0.1943516099701136
140,-0.06832337020434844,-0.1943516099701136
141,-0.03381453041075241,-0.009638948271738066
142,-0.0695537711408989,0.22791503482361983
143,-0.030652930433499096,-0.013661377100327403
144,-0.05322303907271217,0.12613449424289527
145,-0.027733488804974924,-0.01440598721669735
146,-0.03245720365831067,-0.00814268484592933
147,-0.06909506382753096,0.14854926673192226
148,-0.06549590301707497,0.05940892829151805
149,-0.05225772954896673,0.05465711971332993
150,-0.07036759757601538,0.05201095532245135
151,-0.0650559904779873,0.1609645596549296
152,-0.06632335983754883,0.03752497991554646
153,-0.06576026182918907,0.07078693083745441
154,-0.0526374985709293,-0.029846277243885888
155,-0.060630455454088655,0.002634658521153018
156,-0.04755647914766086,0.07238909621952
157,-0.0627301494428203,0.10039940239095044
158,-0.03351881459032212,-0.010701984228377006
159,-0.051037225428896174,-0.03967562949507903
160,-0.04071426933643029,0.0009588841388861974
161,-0.10529525539946619,0.6907324709148615
162,-0.06265687979103143,0.2379053998651356
163,-0.04267071288563499,-0.03435047972995488
164,-0.035929163798162266,-0.02271987575944115
165,-0.05304611938602329,0.21860601344482913
166,-0.07617955609230294,-0.20777007794456834
167,-0.03816497231274836,-0.043906652330074056
168,-0.07617955609230294,-0.20777007794456834
169,-0.06006996039293221,0.22836118721966037
170,-0.05045756245366059,-0.018193394188117978
171,-0.029782611725200782,-0.007469543742932343
172,-0.025555494258502596,-0.012944171321820002
173,-0.0916944994681668,0.36073729445574276
174,-0.052326513980884656,0.21497203911231452
175,-0.0321138669899228,-0.022825311319397166
176,-0.04753829405110323,-0.03163057092711222
177,-0.04032228443222572,-0.04666274030310399
178,-0.042955700140364914,-0.055525521441870444
179,-0.03538784399326951,-0.031946731932439895
180,-0.034501763874821616,-0.004706718662534628
181,-0.059735404568690385,0.31314056287800374
182,-0.08365194285127599,0.4658112085048803
183,-0.032054225550233885,-0.021766548980197545
184,-0.036091650769485964,-0.018234146115614837
185,-0.03559902420264707,-0.023050139042780776
186,-0.05156108506293491,-0.0428382872016488
187,-0.028576000900772974,-0.015071901011126081
188,-0.044451378916961354,-0.023072267269920097
189,-0.059925320591746566,0.26549325051956074
190,-0.04548121270398952,-0.006010927481198655
191,-0.04712861559476846,-0.00300045248474072
192,-0.046093869801442845,-0.07516092140544592
193,-0.03547252892651101,-0.04950413875813095
194,-0.0370077534747227,-0.04949484709936078
195,-0.034561390581274984,-0.024607577671361836
196,-0.056676548133445456,-0.15284808071753903
197,-0.04010740731322913,-0.04294583922288945
198,-0.0370077534747227,-0.04949484709936078
199,-0.0461919988988329,-0.04449315503620672
200,-0.053630196706617575,0.22457867962549385
201,-0.037209513911227746,-0.0027628476713668568
202,-0.04190476179974247,-0.033740780304964774
203,-0.038662148307493566,-0.02138226170498029
204,-0.059095646068075776,0.30137739338221753
205,-0.03940182492747231,0.043834524907960734
206,-0.034732533996672615,-0.011030551716705613
207,-0.028576000900772974,-0.015071901011126081
208,-0.0804236040945305,-0.1607908529016972
209,-0.04179267570247722,-0.01317967740918698
210,-0.05370881371938457,-0.103056901385282
211,-0.053391424635823,0.18245939538590092
212,-0.06000711770369343,0.1265135182271305
213,-0.025072136779306146,-0.014166133829944905
214,-0.037347357242127836,-0.012625213619300862
215,-0.03175263687339457,-0.0144057145085385
216,-0.051770152020363294,0.0800758525200851
217,-0.04313718326658961,-0.010185340635743176
218,-0.06950279561497807,0.13882004724569005
219,-0.07617955609230294,-0.20777007794456834
220,-0.048775065231209634,0.11465058046108156
221,-0.041697477752127635,-0.02206300757020801
222,-0.038557735499175974,-0.04854186096155383
223,-0.06832337020434844,-0.1943516099701136
224,-0.029782611725200782,-0.007469543742932343
225,-0.044966475727669555,-0.03281432309469539
226,-0.03490055199734737,-0.021040597839511177
227,-0.028576000900772974,-0.015071901011126081
228,-0.03436100333939555,-0.01713430200462386
229,-0.045727786096124684,0.01093603285980126
230,-0.06641290654655921,0.03233943591321028
231,-0.047245340807567586,-0.019094811432541332
232,-0.04726528478822507,-0.018885385171049335
233,-0.03268244925945886,-0.014050693428840475
234,-0.04922675692218159,0.04391244660351615
235,-0.05215461272983967,0.03131475464566382
236,-0.04001057681976762,-0.004228435742082887
237,-0.05434095500398798,0.02177213336297143
238,-0.033376580091406205,-0.010162139048972708
239,-0.038741629634097774,-0.0229079399263465
240,-0.05042157935166095,0.03730648506591307
241,-0.045300304664307275,0.009129255771892462
242,-0.0453788847474879,0.009772780904786404
243,-0.04580852733431509,-0.04866211267540053
244,-0.039029425928709324,-0.01152982778205033
245,-0.024284513094493518,-0.013122937879367944
246,-0.05993101820620438,0.1536416279628808
